Name,OnTerritoryOfMoscow,AdmArea,District,Longitude_WGS84,Latitude_WGS84,VestibuleType,NameOfStation,Line,CulturalHeritageSiteStatus,ModeOnEvenDays,ModeOnOddDays,FullFeaturedBPAAmount,LittleFunctionalBPAAmount,BPAAmount,RepairOfEscalators,ObjectStatus,global_id,geoData,longitude,latitude,x,y
"Ясенево, вход-выход 2 в южный вестибюль",да,Юго-Западный административный округ,район Ясенево,37.5351978,55.6061274,подземный,Ясенево,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:06:10; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:25","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:06:10; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:25",1.0,2.0,3.0,[],действует,1774100,"{'coordinates': [37.5351978, 55.6061274], 'type': 'Point'}",37.5351978,55.6061274,4178399.1059208023,7480403.016882599
"Ясенево, вход-выход 8 в северный вестибюль",да,Юго-Западный административный округ,район Ясенево,37.5329575,55.6066073,подземный,Ясенево,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:06:10; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:25","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:06:10; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:25",2.0,2.0,4.0,[],действует,1774101,"{'coordinates': [37.5329575, 55.6066073], 'type': 'Point'}",37.5329575,55.6066073,4178149.716865578,7480497.590363241
"Ясенево, вход-выход 6 в северный вестибюль",да,Юго-Западный административный округ,район Ясенево,37.5314215,55.6065836,подземный,Ясенево,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:06:10; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:25","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:06:10; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:25",2.0,2.0,4.0,[],действует,1774102,"{'coordinates': [37.5314215, 55.6065836], 'type': 'Point'}",37.5314215,55.6065836,4177978.73012772,7480492.919797444
"Ясенево, вход-выход 7 в северный вестибюль",да,Юго-Западный административный округ,район Ясенево,37.5316246,55.6068801,подземный,Ясенево,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:06:10; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:25","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:06:10; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:25",2.0,2.0,4.0,[],действует,1774103,"{'coordinates': [37.5316246, 55.6068801], 'type': 'Point'}",37.5316246,55.6068801,4178001.3391163,7480551.351340691
"Ясенево, вход-выход 5 в северный вестибюль",да,Юго-Западный административный округ,район Ясенево,37.5312065,55.606294,подземный,Ясенево,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:06:10; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:25","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:06:10; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:25",2.0,2.0,4.0,[],действует,1774104,"{'coordinates': [37.5312065, 55.606294], 'type': 'Point'}",37.5312065,55.606294,4177954.7964371997,7480435.84847032
"Ясенево, вход-выход 4 в южный вестибюль",да,Юго-Западный административный округ,район Ясенево,37.5343397,55.6056622,подземный,Ясенево,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:06:10; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:25","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:06:10; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:25",1.0,3.0,4.0,[],действует,1774105,"{'coordinates': [37.5343397, 55.6056622], 'type': 'Point'}",37.5343397,55.6056622,4178303.5826657526,7480311.341422845
"Ясенево, вход-выход 1 в южный вестибюль",да,Юго-Западный административный округ,район Ясенево,37.5346237,55.6062454,подземный,Ясенево,Калужско-Рижская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:06:10; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:25","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:59:40, по 2 пути в 06:06:10; последний поезд по 1 пути в 01:05:25, по 2 пути в 01:58:25",1.0,2.0,3.0,[],действует,1774106,"{'coordinates': [37.5346237, 55.6062454], 'type': 'Point'}",37.5346237,55.6062454,4178335.1974011376,7480426.270933924
"Цветной бульвар, вход-выход 1 в вестибюль",да,Центральный административный округ,Тверской район,37.620746,55.771733,"наземный, встроенный в здание",Цветной бульвар,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:43:40; последний поезд по 1 пути в 01:38:15, по 2 пути в 01:25:40","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:00, по 2 пути в 05:43:40; последний поезд по 1 пути в 01:38:15, по 2 пути в 01:25:40",1.0,3.0,4.0,[],действует,1774107,"{'coordinates': [37.620746, 55.771733], 'type': 'Point'}",37.620746,55.771733,4187922.287983083,7513107.708276191
"Домодедовская, вход-выход 10 в северный вестибюль",да,Южный административный округ,район Орехово-Борисово Южное,37.7172912,55.6099419,подземный,Домодедовская,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00",1.0,8.0,9.0,[],действует,1774109,"{'coordinates': [37.7172912, 55.6099419], 'type': 'Point'}",37.7172912,55.6099419,4198669.650485618,7481154.769077532
"Домодедовская, вход-выход 8 в северный вестибюль",да,Южный административный округ,район Орехово-Борисово Южное,37.716669,55.610644,подземный,Домодедовская,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00",1.0,8.0,9.0,[],действует,1774110,"{'coordinates': [37.716669, 55.610644], 'type': 'Point'}",37.716669,55.610644,4198600.387498447,7481293.145171215
"Домодедовская, вход-выход 4 в северный вестибюль",да,Южный административный округ,район Орехово-Борисово Южное,37.718494,55.610085,подземный,Домодедовская,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00",1.0,8.0,9.0,[],действует,1774111,"{'coordinates': [37.718494, 55.610085], 'type': 'Point'}",37.718494,55.610085,4198803.545569144,7481182.972293423
"Бульвар Дмитрия Донского, вход-выход 4 в южный вестибюль",да,Юго-Западный административный округ,район Северное Бутово,37.575167,55.568672,подземный,Бульвар Дмитрия Донского,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00,4.0,2.0,6.0,[],действует,1774112,"{'coordinates': [37.575167, 55.568672], 'type': 'Point'}",37.575167,55.568672,4182848.456912217,7473025.280156079
"Бульвар Дмитрия Донского, вход-выход 3 в южный вестибюль",да,Юго-Западный административный округ,район Северное Бутово,37.575896,55.568525,подземный,Бульвар Дмитрия Донского,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00,4.0,2.0,6.0,[],действует,1774113,"{'coordinates': [37.575896, 55.568525], 'type': 'Point'}",37.575896,55.568525,4182929.6088210056,7472996.3388552265
"Улица Скобелевская, вход-выход 2 в северный вестибюль",да,Юго-Западный административный округ,район Южное Бутово,37.5562869,55.5484399,наземный отдельностоящий,Улица Скобелевская,Бутовская линия Лёгкого метро,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:04:10, по 2 пути в 05:46:50; последний поезд по 1 пути в 01:10:10, по 2 пути в 01:16:10","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:04:10, по 2 пути в 05:46:50; последний поезд по 1 пути в 01:10:10, по 2 пути в 01:16:10",,2.0,2.0,[],действует,1774114,"{'coordinates': [37.5562869, 55.5484399], 'type': 'Point'}",37.5562869,55.5484399,4180746.7337940917,7469043.010476563
"Выхино, вход-выход 2 в вестибюль",да,Юго-Восточный административный округ,район Выхино-Жулебино,37.8186793,55.7154339,наземный отдельностоящий,Выхино,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:15, по 2 пути в 05:32:25; последний поезд по 1 пути в 01:53:05, по 2 пути в 01:12:40","открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:15, по 2 пути в 05:32:25; последний поезд по 1 пути в 01:53:05, по 2 пути в 01:12:40",,16.0,16.0,[],действует,1774115,"{'coordinates': [37.8186793, 55.7154339], 'type': 'Point'}",37.8186793,55.7154339,4209956.122150116,7501973.907626029
"Жулебино, вход-выход 9 во 2-й вестибюль",да,Юго-Восточный административный округ,район Выхино-Жулебино,37.856904,55.6864963,подземный,Жулебино,Таганско-Краснопресненская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:25, по 2 пути в 05:40:00; последний поезд по 1 пути в 02:00:00, по 2 пути в 01:05:30","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:25, по 2 пути в 05:40:00; последний поезд по 1 пути в 02:00:00, по 2 пути в 01:05:30",,3.0,3.0,[],действует,1774116,"{'coordinates': [37.856904, 55.6864963], 'type': 'Point'}",37.856904,55.6864963,4214211.276289841,7496257.404139588
"Каширская, вход-выход 1 из южного вестибюля",да,Южный административный округ,район Москворечье-Сабурово,37.6477302,55.654154,подземный,Каширская,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:25, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:22:25, по 2 пути в 01:47:41","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:25, по 2 пути в 05:52:50; последний поезд по 1 пути в 01:22:25, по 2 пути в 01:47:41",2.0,4.0,6.0,[],временно закрыт,1774117,"{'coordinates': [37.6477302, 55.654154], 'type': 'Point'}",37.6477302,55.654154,4190926.1553865476,7489873.320137336
"Каширская, вход-выход 2 из южного вестибюля",да,Южный административный округ,район Москворечье-Сабурово,37.6473058,55.6543598,подземный,Каширская,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:25, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:22:25, по 2 пути в 01:47:43","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:25, по 2 пути в 05:52:50; последний поезд по 1 пути в 01:22:25, по 2 пути в 01:47:43",2.0,4.0,6.0,[],временно закрыт,1774118,"{'coordinates': [37.6473058, 55.6543598], 'type': 'Point'}",37.6473058,55.6543598,4190878.911394655,7489913.9265607335
"Каширская, вход-выход 4 из северного вестибюля",да,Южный административный округ,район Нагатино-Садовники,37.6500394,55.6557509,подземный,Каширская,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:25, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:22:25, по 2 пути в 01:47:40","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:25, по 2 пути в 05:52:50; последний поезд по 1 пути в 01:22:25, по 2 пути в 01:47:40",1.0,3.0,4.0,[],временно закрыт,1774119,"{'coordinates': [37.6500394, 55.6557509], 'type': 'Point'}",37.6500394,55.6557509,4191183.214354687,7490188.410271231
"Каширская, вход-выход 3 из северного вестибюля",да,Южный административный округ,район Нагатино-Садовники,37.6496074,55.6559507,подземный,Каширская,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:25:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:25, по 2 пути в 05:53:00; последний поезд по 1 пути в 01:22:25, по 2 пути в 01:47:42","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:36:25, по 2 пути в 05:52:50; последний поезд по 1 пути в 01:22:25, по 2 пути в 01:47:42",1.0,3.0,4.0,[],временно закрыт,1774120,"{'coordinates': [37.6496074, 55.6559507], 'type': 'Point'}",37.6496074,55.6559507,4191135.1243346645,7490227.8344388995
"Кантемировская, вход-выход 4 в северный вестибюль",да,Южный административный округ,район Царицыно,37.655505,55.636453,подземный,Кантемировская,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:00",3.0,,3.0,[],действует,1774121,"{'coordinates': [37.655505, 55.636453], 'type': 'Point'}",37.655505,55.636453,4191791.642163567,7486381.532048066
"Кантемировская, вход-выход 2 в южный вестибюль",да,Южный административный округ,район Царицыно,37.657816,55.634831,подземный,Кантемировская,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:05","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:46:00, по 2 пути в 05:56:15; последний поезд по 1 пути в 01:19:00, по 2 пути в 01:51:05",1.0,3.0,4.0,[],действует,1774122,"{'coordinates': [37.657816, 55.634831], 'type': 'Point'}",37.657816,55.634831,4192048.9015067895,7486061.647102495
"Домодедовская, вход-выход 12 в северный вестибюль",да,Южный административный округ,район Орехово-Борисово Южное,37.7182563,55.610022,подземный,Домодедовская,Замоскворецкая линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:51:00, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:10:00, по 2 пути в 01:59:00",1.0,8.0,9.0,[],действует,1774125,"{'coordinates': [37.7182563, 55.610022], 'type': 'Point'}",37.7182563,55.610022,4198777.084926182,7481170.555770602
"Сретенский бульвар, вход-выход 7 в вестибюль",да,Центральный административный округ,Красносельский район,37.6366915,55.7663191,подземный,Сретенский бульвар,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:26:00, по 2 пути в 01:39:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:49:00, по 2 пути в 05:50:00; последний поезд по 1 пути в 01:26:00, по 2 пути в 01:39:00",1.0,,1.0,[{'RepairOfEscalators': '01.11.2022-15.12.2022'}],действует,1774126,"{'coordinates': [37.6366915, 55.7663191], 'type': 'Point'}",37.6366915,55.7663191,4189697.3329235273,7512036.348260562
"Достоевская, вход-выход 1 в вестибюль",да,Центральный административный округ,Тверской район,37.6141122,55.7816457,подземный,Достоевская,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:21:00, по 2 пути в 01:43:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:21:00, по 2 пути в 01:43:00",3.0,1.0,4.0,[],действует,1774130,"{'coordinates': [37.6141122, 55.7816457], 'type': 'Point'}",37.6141122,55.7816457,4187183.8167450596,7515069.724319385
"Достоевская, вход-выход 2 в вестибюль",да,Центральный административный округ,Тверской район,37.614141,55.781279,подземный,Достоевская,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:21:00, по 2 пути в 01:43:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:21:00, по 2 пути в 01:43:00",3.0,1.0,4.0,[],действует,1774131,"{'coordinates': [37.614141, 55.781279], 'type': 'Point'}",37.614141,55.781279,4187187.0227463935,7514997.134671111
"Достоевская, вход-выход 3 в вестибюль",да,Центральный административный округ,Тверской район,37.613435,55.781204,подземный,Достоевская,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:21:00, по 2 пути в 01:43:00","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:44:00, по 2 пути в 05:55:00; последний поезд по 1 пути в 01:21:00, по 2 пути в 01:43:00",3.0,1.0,4.0,[],действует,1774132,"{'coordinates': [37.613435, 55.781204], 'type': 'Point'}",37.613435,55.781204,4187108.431185894,7514982.288222342
"Марьина роща, вход-выход 3 в 1-й вестибюль",да,Северо-Восточный административный округ,район Марьина Роща,37.615957,55.793739,подземный,Марьина роща,Люблинско-Дмитровская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:41:00; по 2 пути в 05:53:00; последний поезд по 1 пути в 01:18:00, по 2 пути в 01:47:01","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:41:00; по 2 пути в 05:53:00; последний поезд по 1 пути в 01:18:00, по 2 пути в 01:47:01",2.0,,2.0,[],действует,1774133,"{'coordinates': [37.615957, 55.793739], 'type': 'Point'}",37.615957,55.793739,4187389.1789416745,7517464.021525302
"Бульвар Дмитрия Донского, вход-выход 2 в южный вестибюль",да,Юго-Западный административный округ,район Северное Бутово,37.576568,55.568022,подземный,Бульвар Дмитрия Донского,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00,4.0,2.0,6.0,[],действует,1774134,"{'coordinates': [37.576568, 55.568022], 'type': 'Point'}",37.576568,55.568022,4183004.4155188184,7472897.309237027
"Бульвар Дмитрия Донского, вход-выход 1 в южный вестибюль",да,Юго-Западный административный округ,район Северное Бутово,37.5768837,55.56832,подземный,Бульвар Дмитрия Донского,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00,4.0,2.0,6.0,[],действует,1774135,"{'coordinates': [37.5768837, 55.56832], 'type': 'Point'}",37.5768837,55.56832,4183039.559082062,7472955.978718559
"Бульвар Дмитрия Донского, вход-выход 10 в северный вестибюль",да,Юго-Западный административный округ,район Северное Бутово,37.577874,55.569988,подземный,Бульвар Дмитрия Донского,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00,3.0,3.0,6.0,[],действует,1774136,"{'coordinates': [37.577874, 55.569988], 'type': 'Point'}",37.577874,55.569988,4183149.7987737944,7473284.378532062
"Бульвар Дмитрия Донского, вход-выход 9 в северный вестибюль",да,Юго-Западный административный округ,район Северное Бутово,37.578132,55.570296,подземный,Бульвар Дмитрия Донского,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00,3.0,3.0,6.0,[],действует,1774137,"{'coordinates': [37.578132, 55.570296], 'type': 'Point'}",37.578132,55.570296,4183178.5192024186,7473345.019831203
"Бульвар Дмитрия Донского, вход-выход 8 в северный вестибюль",да,Юго-Западный административный округ,район Северное Бутово,37.5766966,55.5706249,подземный,Бульвар Дмитрия Донского,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00,открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:02:45; последний поезд по 1 пути в 01:03:00,3.0,3.0,6.0,[],действует,1774138,"{'coordinates': [37.5766966, 55.5706249], 'type': 'Point'}",37.5766966,55.5706249,4183018.731205334,7473409.776600707
"Аннино, вход-выход 3 в северный вестибюль",да,Южный административный округ,район Чертаново Южное,37.5971905,55.5835081,подземный,Аннино,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:50:30; последний поезд по 1 пути в 01:05:40, по 2 пути в 01:58:10","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:58:00, по 2 пути в 05:50:30; последний поезд по 1 пути в 01:05:40, по 2 пути в 01:58:10",2.0,3.0,5.0,[],действует,1774139,"{'coordinates': [37.5971905, 55.5835081], 'type': 'Point'}",37.5971905,55.5835081,4185300.101717703,7475946.762849968
"Улица академика Янгеля, вход-выход 6 в северный вестибюль",да,Южный административный округ,район Чертаново Южное,37.601979,55.596086,подземный,Улица академика Янгеля,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:10, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:07:35, по 2 пути в 01:56:15","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 06:00:10, по 2 пути в 05:48:00; последний поезд по 1 пути в 01:07:35, по 2 пути в 01:56:15",2.0,3.0,5.0,[],действует,1774142,"{'coordinates': [37.601979, 55.596086], 'type': 'Point'}",37.601979,55.596086,4185833.1550993663,7478424.4321695715
"Пражская, вход-выход 7 в южный вестибюль",да,Южный административный округ,район Чертаново Центральное,37.602867,55.6104776,подземный,Пражская,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50",2.0,5.0,7.0,[],действует,1774143,"{'coordinates': [37.602867, 55.6104776], 'type': 'Point'}",37.602867,55.6104776,4185932.006807191,7481260.349359711
"Пражская, вход-выход 3 в южный вестибюль",да,Южный административный округ,район Чертаново Центральное,37.6044868,55.6106299,подземный,Пражская,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50",2.0,5.0,7.0,[],действует,1774144,"{'coordinates': [37.6044868, 55.6106299], 'type': 'Point'}",37.6044868,55.6106299,4186112.322118377,7481290.3661938105
"Пражская, вход-выход 9 в северный вестибюль",да,Южный административный округ,район Чертаново Центральное,37.6047011,55.613286,подземный,Пражская,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50",1.0,2.0,3.0,[],действует,1774145,"{'coordinates': [37.6047011, 55.613286], 'type': 'Point'}",37.6047011,55.613286,4186136.1778852544,7481813.876161188
"Пражская, вход-выход 11 в северный вестибюль",да,Южный административный округ,район Чертаново Центральное,37.60417,55.613371,подземный,Пражская,Серпуховско-Тимирязевская линия,не является объектом культурного наследия,"открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50","открытие в 05:30:00; закрытие в 01:00:00; первый поезд по 1 пути в 05:56:05, по 2 пути в 05:45:20; последний поезд по 1 пути в 01:09:40, по 2 пути в 01:53:50",1.0,2.0,3.0,[{'RepairOfEscalators': '10.10.2022-30.12.2022'}],действует,1774146,"{'coordinates': [37.60417, 55.613371], 'type': 'Point'}",37.60417,55.613371,4186077.0561036943,7481830.63001177
