Name,ObjectType,AdmArea,District,Address,UNOM,Specialization,PeriodOfPlacement,FacilityArea,ContractType,ContractStatus,ContractNumber,NameOfBusinessEntity,ContractBegin,ContractEnd,ContractBasis,StartDateTrading,geoData,global_id,longitude,latitude,x,y
"НТО ул. Яблочкова, 19",киоск,Северо-Восточный административный округ,Бутырский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Яблочкова, дом 19",30445.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-004309,КАП,12.10.2017,12.10.2022,Результат аукциона (победитель),,"{'coordinates': [37.580031085513, 55.8195458621529], 'type': 'Point'}",861539271,37.580031085513,55.8195458621529,4183389.924434699,7522575.89134616
"НТО ул. Яблочкова, 21",киоск,Северо-Восточный административный округ,Бутырский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Яблочкова, дом 21",30449.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-000708,КАП,16.03.2016,16.03.2021,Результат аукциона (победитель),10.11.2017,"{'coordinates': [37.5763561952802, 55.8197728320563], 'type': 'Point'}",861539273,37.5763561952802,55.8197728320563,4182980.8375252625,7522620.864991609
"НТО ул. Яблочкова, 37",киоск,Северо-Восточный административный округ,Бутырский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Яблочкова, дом 37",30480.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-004060,АГЕНТСТВО ЖЕЛДОРПРЕСС-ГП,28.07.2017,28.07.2022,Результат аукциона (победитель),,"{'coordinates': [37.5787500007264, 55.8274860237614], 'type': 'Point'}",861539275,37.5787500007264,55.8274860237614,4183247.314728592,7524149.374913997
"НТО Якорная, 7",киоск,Южный административный округ,район Нагатинский Затон,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Нагатинский Затон, Якорная улица, дом 7",30504.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,аннулирован,НТО-09-02-006629,ИНВЕСТ ГРУПП,23.10.2019,23.10.2024,Результат аукциона (победитель),,"{'coordinates': [37.6843801232921, 55.6852698884951], 'type': 'Point'}",861539276,37.6843801232921,55.6852698884951,4195006.006185037,7496015.225067926
"НТО Академика Янгеля ул., вл.4",киоск,Южный административный округ,район Чертаново Южное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, улица Академика Янгеля, дом 4",30547.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-007598,АРЕАЛ,10.03.2021,10.03.2026,Результат аукциона (победитель),01.04.2021,"{'coordinates': [37.5936592365968, 55.5957530418708], 'type': 'Point'}",861539278,37.5936592365968,55.5957530418708,4184907.0032738014,7478358.83386997
"НТО Ярославское ш., д. 142",киоск,Северо-Восточный административный округ,Ярославский район,"город Москва, Ярославское шоссе, дом 142",30663.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-008499,ГКС,13.12.2021,13.12.2026,Результат аукциона (победитель),13.12.2021,"{'coordinates': [37.7200602497979, 55.8771778209], 'type': 'Point'}",861539279,37.7200602497979,55.8771778209,4198977.899699102,7534003.986236
"НТО Ярцевская ул., вл. 29",киоск,Западный административный округ,район Кунцево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Ярцевская улица, дом 29, корпус 1",30699.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,аннулирован,НТО-09-02-007143,ЛОГОС-М2,07.10.2020,07.10.2025,Результат аукциона (победитель),30.10.2020,"{'coordinates': [37.417872604215, 55.7424893417998], 'type': 'Point'}",861539281,37.417872604215,55.7424893417998,4165338.524868795,7507322.430449217
"НТО Ясногорская ул., вл.3",киоск,Юго-Западный административный округ,район Ясенево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, Ясногорская улица, дом 3",30739.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-006783,СЕМЕЙНОЕ ЧТЕНИЕ,10.02.2020,10.02.2025,Результат аукциона (победитель),21.02.2020,"{'coordinates': [37.5382958509967, 55.6108666387695], 'type': 'Point'}",861539283,37.5382958509967,55.6108666387695,4178743.979380206,7481337.025311457
"НТО Ясногорская ул., вл.11",киоск,Юго-Западный административный округ,район Ясенево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, Ясногорская улица, дом 13, корпус 1",30742.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-006782,СЕМЕЙНОЕ ЧТЕНИЕ,10.02.2020,10.02.2025,Результат аукциона (победитель),20.02.2020,"{'coordinates': [37.5353136437357, 55.6064409202991], 'type': 'Point'}",861539284,37.5353136437357,55.6064409202991,4178412.0015864717,7480464.801927501
"НТО Ясногорская ул., вл. 13",киоск,Юго-Западный административный округ,район Ясенево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ясенево, Ясногорская улица, дом 13, корпус 1",30742.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-005677,Антарес,14.08.2018,14.08.2023,Результат аукциона (победитель),14.08.2018,"{'coordinates': [37.5355588115716, 55.6051346573701], 'type': 'Point'}",861539285,37.5355588115716,55.6051346573701,4178439.2935451227,7480207.381618233
"НТО Ясный проезд, 26",киоск,Северо-Восточный административный округ,район Южное Медведково,"город Москва, Ясный проезд, дом 26",30784.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-006858,АЛФАВИТ,15.04.2020,15.04.2025,Результат аукциона (победитель),05.06.2020,"{'coordinates': [37.6218398154302, 55.8753651535882], 'type': 'Point'}",861539286,37.6218398154302,55.8753651535882,4188044.050959795,7533644.286200424
"НТО Северное Чертаново мкр., вл.2, корп.207",киоск,Южный административный округ,район Чертаново Северное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Северное, микрорайон Северное Чертаново, дом 2, корпус 207",31200.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-006656,СТМ МАРКЕТ-ПЛЮС,18.11.2019,18.11.2024,Результат аукциона (победитель),22.11.2019,"{'coordinates': [37.6008245679978, 55.6387973019679], 'type': 'Point'}",861539301,37.6008245679978,55.6387973019679,4185704.6443167254,7486843.890166792
"НТО Осенний бульвар, вл.18-1",киоск,Западный административный округ,район Крылатское,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, Осенний бульвар, дом 18, корпус 1",31253.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-004164,Амо-пресс,25.08.2017,25.08.2022,Результат аукциона (победитель),,"{'coordinates': [37.4082459374144, 55.7611910619309], 'type': 'Point'}",861539302,37.4082459374144,55.7611910619309,4164266.8892225157,7511021.694826621
"НТО Рублевское шоссе, вл.16 корп.1",киоск,Западный административный округ,район Кунцево,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, Рублёвское шоссе, дом 16, корпус 1",31256.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-004145,Антарес,24.08.2017,24.08.2022,Результат аукциона (победитель),,"{'coordinates': [37.4336877964952, 55.7399288267114], 'type': 'Point'}",861539303,37.4336877964952,55.7399288267114,4167099.064020225,7506816.089781057
"НТО Днепропетровская ул., ст. м. «Южная»",киоск,Южный административный округ,район Чертаново Центральное,"город Москва, Днепропетровская улица, дом 1",31305.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,аннулирован,НТО-09-02-006625,ИНВЕСТ ГРУПП,23.10.2019,23.10.2024,Результат аукциона (победитель),20.11.2019,"{'coordinates': [37.6091509962033, 55.6211570614467], 'type': 'Point'}",861539305,37.6091509962033,55.6211570614467,4186631.5380646884,7483365.448890315
"НТО Днепропетровская ул., вл.1",киоск,Южный административный округ,район Чертаново Центральное,"город Москва, Днепропетровская улица, дом 1",31305.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-003635,Лях Александр Александрович,07.04.2017,07.04.2022,Результат аукциона (победитель),,"{'coordinates': [37.6073012089117, 55.6215192957718], 'type': 'Point'}",861539306,37.6073012089117,55.6215192957718,4186425.6206853124,7483436.861357781
"НТО Кировоградская ул., вл. 38",киоск,Южный административный округ,район Чертаново Южное,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Южное, Кировоградская улица, дом 38, корпус 1",31316.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-008110,ГКС,09.09.2021,09.09.2026,Результат аукциона (победитель),14.09.2021,"{'coordinates': [37.599367271167, 55.6033276124054], 'type': 'Point'}",861539309,37.599367271167,55.6033276124054,4185542.4187755864,7479851.288214032
"НТО Дежнева пр.,27",киоск,Северо-Восточный административный округ,район Южное Медведково,"город Москва, проезд Дежнёва, дом 27, корпус 1",31410.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-004142,Московская окраина,22.08.2017,22.08.2022,Результат аукциона (победитель),,"{'coordinates': [37.6326183384439, 55.8702597144363], 'type': 'Point'}",861539314,37.6326183384439,55.8702597144363,4189243.9106531837,7532631.26905863
"НТО Широкая ул., вл. 9, кор. 1",киоск,Северо-Восточный административный округ,район Северное Медведково,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Медведково, Широкая улица, дом 9, корпус 1",31420.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-007522,У Метро,18.01.2021,18.01.2026,Результат аукциона (победитель),22.01.2021,"{'coordinates': [37.6578562579353, 55.8879012066835], 'type': 'Point'}",861539315,37.6578562579353,55.8879012066835,4192053.3829996483,7536132.244999036
"НТО Боровское ш., вл.46",киоск,Западный административный округ,район Ново-Переделкино,"город Москва, Боровское шоссе, дом 46",31453.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-007794,У Метро,24.06.2021,24.06.2026,Результат аукциона (победитель),24.06.2021,"{'coordinates': [37.3479580261525, 55.6358154579586], 'type': 'Point'}",861539316,37.3479580261525,55.6358154579586,4157555.6696398505,7486255.796743845
"НТО Дмитрия Донского б-р, д.6",киоск,Юго-Западный административный округ,район Северное Бутово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, бульвар Дмитрия Донского, дом 6",31523.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-004851,КАП,19.02.2018,19.02.2023,Результат аукциона (победитель),26.02.2018,"{'coordinates': [37.5752321395459, 55.5688993508608], 'type': 'Point'}",861539318,37.5752321395459,55.5688993508608,4182855.7082132977,7473070.041115384
"НТО Знаменские Садки ул., вл. 1, корп.1",киоск,Юго-Западный административный округ,район Северное Бутово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, улица Знаменские Садки, дом 1, корпус 1",31527.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-008345,У Метро,08.11.2021,08.11.2026,Результат аукциона (победитель),08.11.2021,"{'coordinates': [37.5761097074071, 55.571868027681], 'type': 'Point'}",861539320,37.5761097074071,55.571868027681,4182953.3986207424,7473654.5395798385
"НТО Керамический пр., 51, к. 1",киоск,Северный административный округ,район Восточное Дегунино,"город Москва, Керамический проезд, дом 51, корпус 1",31537.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,аннулирован,НТО-09-02-006118,СМАРТМАТРИКС,13.02.2019,13.02.2024,Результат аукциона (победитель),,"{'coordinates': [37.5641170713278, 55.8750534602107], 'type': 'Point'}",861539321,37.5641170713278,55.8750534602107,4181618.3844791255,7533582.436432861
"НТО ул.Лукинская, д.5",киоск,Западный административный округ,район Ново-Переделкино,"город Москва, Лукинская улица, дом 5",31552.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,аннулирован,НТО-09-02-000805,Азбука,30.03.2016,30.03.2021,Результат аукциона (победитель),01.08.2016,"{'coordinates': [37.3405421147733, 55.6458459317827], 'type': 'Point'}",861539325,37.3405421147733,55.6458459317827,4156730.13416135,7488234.232377237
"НТО ул.Лукинская, д.9",киоск,Западный административный округ,район Ново-Переделкино,"город Москва, Лукинская улица, дом 9",31554.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,аннулирован,НТО-09-02-000806,Азбука,30.03.2016,30.03.2021,Результат аукциона (победитель),01.08.2016,"{'coordinates': [37.3363600371403, 55.643230788438], 'type': 'Point'}",861539326,37.3363600371403,55.643230788438,4156264.5874087876,7487718.366166182
"НТО Люблинская , д.116",пресс-стенд,Юго-Восточный административный округ,район Марьино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Люблинская улица, дом 118",31556.0,печать,с 1 января по 31 декабря,1,договор на осуществление торговой деятельности,действует,НТО-09-08-008526,СЕМЕЙНОЕ ЧТЕНИЕ,14.12.2021,14.12.2026,Результат аукциона (победитель),28.12.2021,"{'coordinates': [37.7438243930926, 55.6488572966658], 'type': 'Point'}",861539327,37.7438243930926,55.6488572966658,4201623.312029806,7488828.300381037
"НТО Ул. Люблинская, вл. 118",киоск,Юго-Восточный административный округ,район Марьино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Люблинская улица, дом 118",31556.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-006896,Мультитранс,10.04.2020,10.04.2025,Результат аукциона (победитель),08.09.2020,"{'coordinates': [37.7435090288503, 55.6467637435211], 'type': 'Point'}",861539329,37.7435090288503,55.6467637435211,4201588.205842938,7488415.289151999
"НТО по ул. Люблинская, вл. 116",киоск,Юго-Восточный административный округ,район Марьино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Люблинская улица, дом 118",31556.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-006894,Мультитранс,10.04.2020,10.04.2025,Результат аукциона (победитель),03.09.2020,"{'coordinates': [37.743471, 55.648926], 'type': 'Point'}",861539330,37.743471,55.648926,4201583.972490688,7488841.854387034
"НТО Ск.Мухиной, вл.6",киоск,Западный административный округ,район Ново-Переделкино,"город Москва, улица Скульптора Мухиной, дом 6",31590.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-008098,ЮРКОНСАЛТИНГ,09.09.2021,09.09.2026,Результат аукциона (победитель),,"{'coordinates': [37.3478627571548, 55.6432372126084], 'type': 'Point'}",861539332,37.3478627571548,55.6432372126084,4157545.0643435386,7487719.633363288
"НТО ул.Ск.Мухиной, вл.8",киоск,Западный административный округ,район Ново-Переделкино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ново-Переделкино, улица Скульптора Мухиной, дом 8",31593.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-007879,У Метро,12.07.2021,12.07.2026,Результат аукциона (победитель),12.07.2021,"{'coordinates': [37.3451769745225, 55.6416042436413], 'type': 'Point'}",861539333,37.3451769745225,55.6416042436413,4157246.08438853,7487397.529425263
"НТО Новопеределкинская, вл.7",киоск,Западный административный округ,район Ново-Переделкино,"город Москва, Новопеределкинская улица, дом 7",31604.0,печать,с 1 января по 31 декабря,12,договор на осуществление торговой деятельности,действует,НТО-09-02-000801,Азбука,30.03.2016,30.03.2021,Результат аукциона (победитель),,"{'coordinates': [37.366332, 55.639634], 'type': 'Point'}",861539335,37.366332,55.639634,4159601.051052403,7487008.915764966
"НТО ул. Щорса между вл. 4 и 8, корпус 2",киоск,Западный административный округ,район Солнцево,"город Москва, улица Щорса, дом 4",31660.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,аннулирован,НТО-09-02-003165,У Метро,18.01.2017,18.01.2022,Результат аукциона (победитель),13.02.2017,"{'coordinates': [37.4057660466956, 55.6458593195206], 'type': 'Point'}",861539339,37.4057660466956,55.6458593195206,4163990.8290504753,7488236.873346571
"НТО Митинская ул., вл.36",киоск,Северо-Западный административный округ,район Митино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Митинская улица, дом 36",31770.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-008507,У Метро,13.12.2021,13.12.2026,Результат аукциона (победитель),01.01.2022,"{'coordinates': [37.3623133188231, 55.8460913972125], 'type': 'Point'}",861539344,37.3623133188231,55.8460913972125,4159153.69351013,7527837.61747175
"НТО Дмитрия Донского бульвар, вл. 2",киоск,Юго-Западный административный округ,район Северное Бутово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, бульвар Дмитрия Донского, дом 2, корпус 1",31874.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-008621,У Метро,31.01.2022,31.01.2027,Результат аукциона (победитель),31.01.2022,"{'coordinates': [37.5760408497807, 55.5699828029612], 'type': 'Point'}",861539349,37.5760408497807,55.5699828029612,4182945.7334248344,7473283.355305023
"НТО Дмитрия Донского бульвар, вл.2, корп.1",киоск,Юго-Западный административный округ,район Северное Бутово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, бульвар Дмитрия Донского, дом 2, корпус 1",31874.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-006128,СМАРТМАТРИКС,13.02.2019,13.02.2024,Результат аукциона (победитель),21.02.2019,"{'coordinates': [37.5762126363421, 55.5699548037574], 'type': 'Point'}",861539350,37.5762126363421,55.5699548037574,4182964.8566173743,7473277.842640719
"НТО Лермонтовский пр-т, д. 8, к. 1",киоск,Юго-Восточный административный округ,район Выхино-Жулебино,"город Москва, Лермонтовский проспект, дом 8, корпус 1",31892.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-006630,ИНВЕСТ ГРУПП,23.10.2019,23.10.2024,Результат аукциона (победитель),,"{'coordinates': [37.849661, 55.701465], 'type': 'Point'}",861539352,37.849661,55.701465,4213404.9892180255,7499213.880620442
"НТО ул.Лесная, вл.4, с.1",киоск,Центральный административный округ,Тверской район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Лесная улица, дом 4, строение 1",31893.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-007322,У Метро,07.12.2020,07.12.2025,Результат аукциона (победитель),07.12.2020,"{'coordinates': [37.5859777911649, 55.7766456970858], 'type': 'Point'}",861539354,37.5859777911649,55.7766456970858,4184051.908679766,7514080.013721415
"НТО Митинская ул., вл. 52-56",киоск,Северо-Западный административный округ,район Митино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Митинская улица, дом 52",31981.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-008506,У Метро,13.12.2021,13.12.2026,Результат аукциона (победитель),01.01.2022,"{'coordinates': [37.353942651938, 55.8540302307934], 'type': 'Point'}",861539363,37.353942651938,55.8540302307934,4158221.875134881,7529411.912210228
"НТО Пятницкое ш., вл. 35 (у ТЦ «Радуга»)",киоск,Северо-Западный административный округ,район Митино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Пятницкое шоссе, дом 35",31986.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,аннулирован,НТО-09-02-005251,Сейлс,30.05.2018,30.05.2023,Результат аукциона (победитель),08.08.2018,"{'coordinates': [37.3616033971297, 55.85232463399], 'type': 'Point'}",861539366,37.3616033971297,55.85232463399,4159074.6653887182,7529073.660075608
"НТО Ангелов пер., вл. 2",киоск,Северо-Западный административный округ,район Митино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Ангелов переулок, дом 2",32072.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-008074,ЮРКОНСАЛТИНГ,07.09.2021,07.09.2026,Результат аукциона (победитель),29.09.2021,"{'coordinates': [37.3498950928474, 55.852989584321], 'type': 'Point'}",861539370,37.3498950928474,55.852989584321,4157771.3029179596,7529205.530548662
"НТО Ангелов пер., вл. 6-8",киоск,Северо-Западный административный округ,район Митино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Ангелов переулок, дом 6",32109.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-004998,Амо-пресс,27.03.2018,27.03.2023,Результат аукциона (победитель),06.04.2018,"{'coordinates': [37.347202783226, 55.8528822391634], 'type': 'Point'}",861539372,37.347202783226,55.8528822391634,4157471.5963818477,7529184.242104081
"НТО Ореховый пр., (напротив) вл.9",киоск,Южный административный округ,район Зябликово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Зябликово, Ореховый проезд, дом 9",32116.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-005381,КАП,18.06.2018,18.06.2023,Результат аукциона (победитель),,"{'coordinates': [37.735747476547, 55.6265819926514], 'type': 'Point'}",861539374,37.735747476547,55.6265819926514,4200724.193792771,7484435.012750141
НТО Ангелов пер. вл.7,киоск,Северо-Западный административный округ,район Митино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Ангелов переулок, дом 7",51675.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-007935,АЛИМПИС,05.08.2021,05.08.2026,Результат аукциона (победитель),05.08.2021,"{'coordinates': [37.347496808464, 55.8506440048926], 'type': 'Point'}",861539377,37.347496808464,55.8506440048926,4157504.3271216224,7528740.374030547
"НТО Гарибальди ул., вл.8",киоск,Юго-Западный административный округ,Ломоносовский район,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ломоносовский, улица Гарибальди, дом 8",51680.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-007475,ГКС,30.12.2020,30.12.2025,Результат аукциона (победитель),31.12.2020,"{'coordinates': [37.5400657080668, 55.6747473871151], 'type': 'Point'}",861539379,37.5400657080668,55.6747473871151,4178940.9989680266,7493937.66229188
"НТО Дубравная ул., вл. 40",киоск,Северо-Западный административный округ,район Митино,"город Москва, Дубравная улица, дом 40",51686.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,аннулирован,НТО-09-02-005626,КАП,09.08.2018,09.08.2023,Результат аукциона (победитель),27.08.2018,"{'coordinates': [37.3546233953639, 55.843231635312], 'type': 'Point'}",861539380,37.3546233953639,55.843231635312,4158297.6551464135,7527270.596799851
"НТО 3-й Митинский пер., вл.1",киоск,Северо-Западный административный округ,район Митино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, 3-й Митинский переулок, дом 1",51696.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-004709,Антарес,22.12.2017,22.12.2022,Результат аукциона (победитель),15.01.2018,"{'coordinates': [37.3506304828612, 55.8476878508073], 'type': 'Point'}",861539382,37.3506304828612,55.8476878508073,4157853.16615983,7528154.173223618
"НТО Никулинская ул., вл.15дробь1",киоск,Западный административный округ,район Тропарёво-Никулино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тропарево-Никулино, Никулинская улица, дом 15, корпус 1",51702.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-006606,Мультитранс,16.10.2019,16.10.2024,Результат аукциона (победитель),16.10.2019,"{'coordinates': [37.4567932366075, 55.6680159236496], 'type': 'Point'}",861539384,37.4567932366075,55.6680159236496,4169671.1498480802,7492608.895143863
"НТО Дубравная ул., вл. 35",киоск,Северо-Западный административный округ,район Митино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Дубравная улица, дом 35",51750.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-005325,КАП,14.06.2018,14.06.2023,Результат аукциона (победитель),14.06.2018,"{'coordinates': [37.3591294796218, 55.8453923535354], 'type': 'Point'}",861539385,37.3591294796218,55.8453923535354,4158799.2701514745,7527699.010396951
"НТО Митинская ул., вл. 19",киоск,Северо-Западный административный округ,район Митино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Митино, Митинская улица, дом 19",51752.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-004432,Сейлс,09.11.2017,09.11.2022,Результат аукциона (победитель),,"{'coordinates': [37.3680102899185, 55.8429129392477], 'type': 'Point'}",861539387,37.3680102899185,55.8429129392477,4159787.8774315347,7527207.409767058
"НТО Митинская ул., вл. 23",киоск,Северо-Западный административный округ,район Митино,"город Москва, Митинская улица, дом 23",51753.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-008207,ГКС,01.10.2021,01.10.2026,Результат аукциона (победитель),08.10.2021,"{'coordinates': [37.3636490018102, 55.8445614144512], 'type': 'Point'}",861539388,37.3636490018102,55.8445614144512,4159302.3810601165,7527534.254212189
"НТО Адмирала Ушакова бульвар, д.18",киоск,Юго-Западный административный округ,район Южное Бутово,"город Москва, бульвар Адмирала Ушакова, дом 18",51814.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-008191,У Метро,01.10.2021,01.10.2026,Результат аукциона (победитель),01.10.2021,"{'coordinates': [37.5494823489281, 55.5474267890349], 'type': 'Point'}",861539390,37.5494823489281,55.5474267890349,4179989.25463369,7468843.65447233
"НТО Таллинская ул., вл. 26",киоск,Северо-Западный административный округ,район Строгино,"город Москва, Таллинская улица, дом 26",51822.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-006649,МАКС ТНП,12.11.2019,12.11.2024,Результат аукциона (победитель),03.12.2019,"{'coordinates': [37.406957552236, 55.7999348637605], 'type': 'Point'}",861539392,37.406957552236,55.7999348637605,4164123.4668405103,7518691.000306901
"НТО Ул. Пронская, 2",киоск,Юго-Восточный административный округ,район Выхино-Жулебино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Пронская улица, дом 2",61041.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-004184,Амо-пресс,25.08.2017,25.08.2022,Результат аукциона (победитель),,"{'coordinates': [37.8459815765939, 55.702494344995], 'type': 'Point'}",861539393,37.8459815765939,55.702494344995,4212995.397678046,7499417.228744616
"НТО Лермонтовский пр., вл. 2",киоск,Юго-Восточный административный округ,район Выхино-Жулебино,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Лермонтовский проспект, дом 2, корпус 1",61093.0,печать,с 1 января по 31 декабря,9,договор на осуществление торговой деятельности,действует,НТО-09-02-004287,Амо-пресс,12.10.2017,31.12.2023,Результат аукциона (победитель),16.10.2017,"{'coordinates': [37.8464608881281, 55.7034455657304], 'type': 'Point'}",861539394,37.8464608881281,55.7034455657304,4213048.754393964,7499605.14810554
"НТО Грина ул., вл.1 к.1",киоск,Юго-Западный административный округ,район Северное Бутово,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Северное Бутово, улица Грина, дом 1, корпус 1",61109.0,печать,с 1 января по 31 декабря,6,договор на осуществление торговой деятельности,действует,НТО-09-02-007876,У Метро,12.07.2021,12.07.2026,Результат аукциона (победитель),12.07.2021,"{'coordinates': [37.5839201524888, 55.5625822513121], 'type': 'Point'}",861539395,37.5839201524888,55.5625822513121,4183822.853390106,7471826.423574826
